id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances,vocab
12569,FALSE,10,11,3,0,3,/m/0plw
,,,,,,,
12585,FALSE,8,9,3,0,3,/m/09f8q
,,,,,,,
12600,FALSE,8,9,3,0,3,/m/0135p7
,,,,,,,
12609,FALSE,9,10,3,0,3,/m/03x6rj
,,,,,,,
12611,FALSE,11,12,3,0,3,/m/0xr0t
,,,,,,,
12612,FALSE,9,10,3,0,3,/m/05mc7y
,,,,,,,
12622,FALSE,15,16,3,0,3,/m/02pbp9
,,,,,,,
12658,FALSE,3,4,3,0,3,/m/05s9tm
,,,,,,,
12660,FALSE,18,19,3,0,3,/m/043yj
,,,,,,,
12662,FALSE,17,18,3,0,3,/m/01yfj
,,,,,,,
12664,FALSE,10,11,3,0,3,/m/049fcd
,,,,,,,
12682,FALSE,3,4,3,0,3,/m/05jphn
,,,,,,,
12684,FALSE,11,12,3,0,3,/m/01jb8r
,,,,,,,
12697,FALSE,9,10,3,0,3,/m/021gt5
,,,,,,,
12703,FALSE,5,6,3,0,3,/m/01fv4z
,,,,,,,
12713,FALSE,7,8,3,0,3,/m/0jyw
,,,,,,,
12743,FALSE,4,5,3,0,3,/m/01f1p9
,,,,,,,
12747,FALSE,4,5,3,0,3,/m/012q8y
,,,,,,,
12753,FALSE,5,6,3,0,3,/m/0kd69
,,,,,,,
12772,FALSE,6,7,3,0,3,/m/0727h
,,,,,,,
12774,FALSE,5,6,3,0,3,/m/01n5sn
,,,,,,,
12780,FALSE,6,7,3,0,3,/m/07w8f
,,,,,,,
12787,FALSE,6,7,3,0,3,/m/02skyy
,,,,,,,
12798,FALSE,7,8,3,0,3,/m/02fzs
,,,,,,,
12800,FALSE,3,4,3,0,3,/m/0fhmy
,,,,,,,
12802,FALSE,10,11,3,0,3,/m/0fw9n7
,,,,,,,
12811,FALSE,8,9,3,0,3,/m/0zpfy
,,,,,,,
12834,FALSE,17,18,3,0,3,/m/03fnqj
,,,,,,,
12853,FALSE,14,15,3,0,3,/m/03d0d7
,,,,,,,
12862,FALSE,5,6,3,0,3,/m/0156ts
,,,,,,,
12908,FALSE,11,12,3,0,3,/m/0h98b3k
,,,,,,,
12910,FALSE,11,12,3,0,3,/m/02p72j
,,,,,,,
12914,FALSE,10,11,3,0,3,/m/0dszr0
,,,,,,,
12915,FALSE,5,6,3,0,3,/m/06n8j
,,,,,,,
12916,FALSE,4,5,3,0,3,/m/01jygk
,,,,,,,
12917,FALSE,9,10,3,0,3,/m/029t1
,,,,,,,
12922,FALSE,9,10,3,0,3,/m/0njpq
,,,,,,,
12925,FALSE,10,11,3,0,3,/m/07th_
,,,,,,,
12933,FALSE,8,9,3,0,3,/m/04ykz
,,,,,,,
12962,FALSE,11,12,3,0,3,/m/03zm00
,,,,,,,
12964,FALSE,5,6,3,0,3,/m/02qcqkl
,,,,,,,
12968,FALSE,15,16,3,0,3,/m/05c17
,,,,,,,
12974,FALSE,13,14,3,0,3,/m/0r02m
,,,,,,,
12977,FALSE,5,6,3,0,3,/m/0h407
,,,,,,,
12998,FALSE,7,8,3,0,3,/m/03ydry
,,,,,,,
12999,FALSE,5,6,3,0,3,/m/013p59
,,,,,,,
13003,FALSE,7,8,3,0,3,/m/0dzz_
,,,,,,,
13007,FALSE,10,11,3,0,3,/m/05631
,,,,,,,
13053,FALSE,6,7,3,0,3,/m/04t061
,,,,,,,
13061,FALSE,2,3,3,0,3,/m/054f2k
,,,,,,,
13082,FALSE,4,5,3,0,3,/m/07jqh
,,,,,,,
13095,FALSE,7,8,3,0,3,/m/0rmwd
,,,,,,,
13101,FALSE,7,8,3,0,3,/m/0jryt
,,,,,,,
13108,FALSE,3,4,3,0,3,/m/01zrs_
,,,,,,,
13109,FALSE,4,5,3,0,3,/m/02blr4
,,,,,,,
13113,FALSE,9,10,3,0,3,/m/0kv5t
,,,,,,,
13128,FALSE,3,4,3,0,3,/m/04qvq0
,,,,,,,
13139,FALSE,8,9,3,0,3,/m/016vh2
,,,,,,,
13140,FALSE,5,6,3,0,3,/m/0102t4
,,,,,,,
13165,FALSE,7,8,3,0,3,/m/0brddh
,,,,,,,
13196,FALSE,8,9,3,0,3,/m/0mlm_
,,,,,,,
13211,FALSE,7,8,3,0,3,/m/05b1062
,,,,,,,
13215,FALSE,5,6,3,0,3,/m/0cm19f
,,,,,,,
13228,FALSE,9,10,3,0,3,/m/025rst1
,,,,,,,
13231,FALSE,2,3,3,0,3,/m/02_hz
,,,,,,,
13239,FALSE,13,14,3,0,3,/m/019mcm
,,,,,,,
13246,FALSE,4,5,3,0,3,/m/03lkp
,,,,,,,
13247,FALSE,1,2,3,0,3,/m/0m0bj
,,,,,,,
13259,FALSE,6,7,3,0,3,/m/03y5g8
,,,,,,,
13267,FALSE,3,4,3,0,3,/m/09hzc
,,,,,,,
13268,FALSE,6,7,3,0,3,/m/0m_cg
,,,,,,,
13292,FALSE,3,4,3,0,3,/m/018lkp
,,,,,,,
13296,FALSE,9,10,3,0,3,/m/0b1mf
,,,,,,,
13303,FALSE,10,11,3,0,3,/m/0sgxg
,,,,,,,
13305,FALSE,6,7,3,0,3,/m/06czq
,,,,,,,
13312,FALSE,4,5,3,0,3,/m/01505k
,,,,,,,
13316,FALSE,9,10,3,0,3,/m/0mw2m
,,,,,,,
13351,FALSE,3,4,3,0,3,/m/06g7c
,,,,,,,
13362,FALSE,3,4,3,0,3,/m/05t2fh4
,,,,,,,
13365,FALSE,4,5,3,0,3,/m/03cprft
,,,,,,,
13368,FALSE,7,8,3,0,3,/m/012pd4
,,,,,,,
13380,FALSE,7,8,3,0,3,/m/0jnr3
,,,,,,,
13382,FALSE,9,10,3,0,3,/m/0sngf
,,,,,,,
13408,FALSE,6,7,3,0,3,/m/0lfyx
,,,,,,,
13431,FALSE,5,6,3,0,3,/m/0179q0
,,,,,,,
13444,FALSE,6,7,3,0,3,/m/0d2lt
,,,,,,,
13459,FALSE,3,4,3,0,3,/m/06f0y3
,,,,,,,
13461,FALSE,5,6,3,0,3,/m/0536sd
,,,,,,,
13466,FALSE,5,6,3,0,3,/m/02qnk5c
,,,,,,,
13471,FALSE,2,3,3,0,3,/m/038_3y
,,,,,,,
13488,FALSE,8,9,3,0,3,/m/051kd
,,,,,,,
13504,FALSE,11,12,3,0,3,/m/0fw9vx
,,,,,,,
13506,FALSE,7,8,3,0,3,/m/02b1mr
,,,,,,,
13523,FALSE,3,4,3,0,3,/m/04gf49c
,,,,,,,
13532,FALSE,6,7,3,0,3,/m/03p85
,,,,,,,
13535,FALSE,6,7,3,0,3,/m/06ys2
,,,,,,,
13551,FALSE,3,4,3,0,3,/m/06796
,,,,,,,
13567,FALSE,5,6,3,0,3,/m/045nc5
,,,,,,,
13582,FALSE,5,6,3,0,3,/m/0680m7
,,,,,,,
13586,FALSE,7,8,3,0,3,/m/0yw93
,,,,,,,
13611,FALSE,5,6,3,0,3,/m/0fk1z
,,,,,,,
13621,FALSE,8,9,3,0,3,/m/0np52
,,,,,,,
13624,FALSE,4,5,3,0,3,/m/05h83
,,,,,,,
13631,FALSE,13,14,3,0,3,/m/0ym4t
,,,,,,,
13636,FALSE,12,13,3,0,3,/m/03p2m1
,,,,,,,
13637,FALSE,6,7,3,0,3,/m/0fqg8
,,,,,,,
13640,FALSE,5,6,3,0,3,/m/014b6c
,,,,,,,
13646,FALSE,3,4,3,0,3,/m/03qx1r
,,,,,,,
13657,FALSE,11,12,3,0,3,/m/04f73rc
,,,,,,,
13660,FALSE,6,7,3,0,3,/m/04czx7
,,,,,,,
13667,FALSE,3,4,3,0,3,/m/0fg1g
,,,,,,,
13696,FALSE,3,4,3,0,3,/m/0dwfw
,,,,,,,
13706,FALSE,7,8,3,0,3,/m/04328m
,,,,,,,
13716,FALSE,2,3,3,0,3,/m/015dvh
,,,,,,,
13718,FALSE,3,4,3,0,3,/m/0ftfw
,,,,,,,
13719,FALSE,7,8,3,0,3,/m/021npd
,,,,,,,
13733,FALSE,4,5,3,0,3,/m/02vnb_
,,,,,,,
13751,FALSE,6,7,3,0,3,/m/0c9cw
,,,,,,,
13767,FALSE,2,3,3,0,3,/m/036n1
,,,,,,,
13775,FALSE,13,14,3,0,3,/m/037css
,,,,,,,
13782,FALSE,4,5,3,0,3,/m/01h96
,,,,,,,
13785,FALSE,5,6,3,0,3,/m/01wzs_q
,,,,,,,
13793,FALSE,3,4,3,0,3,/m/016m9h
,,,,,,,
13798,FALSE,4,5,3,0,3,/m/0381pn
,,,,,,,
13822,FALSE,4,5,3,0,3,/m/05qgc
,,,,,,,
13837,FALSE,5,6,3,0,3,/m/026wmz6
,,,,,,,
13842,FALSE,8,9,3,0,3,/m/04l59s
,,,,,,,
13869,FALSE,2,3,3,0,3,/m/0fy91
,,,,,,,
13881,FALSE,7,8,3,0,3,/m/01pxg
,,,,,,,
13892,FALSE,1,2,3,0,3,/m/05rd8
,,,,,,,
13907,FALSE,1,2,3,0,3,/m/0g64p
,,,,,,,
13931,FALSE,5,6,3,0,3,/m/01pxqx
,,,,,,,
13935,FALSE,7,8,3,0,3,/m/022r38
,,,,,,,
13936,FALSE,3,4,3,0,3,/m/01yf40
,,,,,,,
13967,FALSE,2,3,3,0,3,/m/03_kl4
,,,,,,,
13969,FALSE,7,8,3,0,3,/m/0fbftr
,,,,,,,
13975,FALSE,6,7,3,0,3,/m/02yjk8
,,,,,,,
13992,FALSE,3,4,3,0,3,/m/025sd_y
,,,,,,,
13994,FALSE,2,3,3,0,3,/m/07nqn
,,,,,,,
13996,FALSE,7,8,3,0,3,/m/0rydq
,,,,,,,
13999,FALSE,4,5,3,0,3,/m/02ntlj
,,,,,,,
14011,FALSE,5,6,3,0,3,/m/04czhj
,,,,,,,
14028,FALSE,4,5,3,0,3,/m/09btk
,,,,,,,
14029,FALSE,3,4,3,0,3,/m/02wbnv
,,,,,,,
14041,FALSE,5,6,3,0,3,/m/0hqzr
,,,,,,,
14057,FALSE,3,4,3,0,3,/m/0nppc
,,,,,,,
14058,FALSE,5,6,3,0,3,/m/0ghtf
,,,,,,,
14068,FALSE,5,6,3,0,3,/m/05jrj4
,,,,,,,
14071,FALSE,4,5,3,0,3,/m/0264jc6
,,,,,,,
14073,FALSE,8,9,3,0,3,/m/08cg36
,,,,,,,
14092,FALSE,2,3,3,0,3,/m/01950l
,,,,,,,
14118,FALSE,3,4,3,0,3,/m/06pq6
,,,,,,,
14134,FALSE,3,4,3,0,3,/m/01vc3y
,,,,,,,
14147,FALSE,3,4,3,0,3,/m/01d3n8
,,,,,,,
14196,FALSE,2,3,3,0,3,/m/042z45
,,,,,,,
14221,FALSE,2,3,3,0,3,/m/01zb_g
,,,,,,,
14222,FALSE,8,9,3,0,3,/m/02h98sm
,,,,,,,
14250,FALSE,1,2,3,0,3,/m/07q68q
,,,,,,,
14257,FALSE,4,5,3,0,3,/m/06nfl
,,,,,,,
14266,FALSE,2,3,3,0,3,/m/070ny
,,,,,,,
14268,FALSE,3,4,3,0,3,/m/0sg4x
,,,,,,,
14278,FALSE,6,7,3,0,3,/m/01zxx9
,,,,,,,
14280,FALSE,1,2,3,0,3,/m/015vgc
,,,,,,,
14281,FALSE,4,5,3,0,3,/m/087z2
,,,,,,,
14306,FALSE,3,4,3,0,3,/m/0hvlp
,,,,,,,
14319,FALSE,5,6,3,0,3,/m/01qszl
,,,,,,,
14329,FALSE,6,7,3,0,3,/m/0g3cw
,,,,,,,
14398,FALSE,2,3,3,0,3,/m/0nk95
,,,,,,,
14416,FALSE,2,3,3,0,3,/m/0cc65
,,,,,,,
14426,FALSE,4,5,3,0,3,/m/01t3h6
,,,,,,,
14435,FALSE,1,2,3,0,3,/m/0370vy
,,,,,,,
14479,FALSE,2,3,3,0,3,/m/0ng8v
,,,,,,,
14480,FALSE,2,3,3,0,3,/m/01pqx6
,,,,,,,
14503,FALSE,1,2,3,0,3,/m/02p4pt3
,,,,,,,
1245,FALSE,65,66,34,1,33,/m/0clvcx
,,,,,,,
1290,FALSE,58,59,34,1,33,/m/0284gcb
,,,,,,,
1728,FALSE,13,14,34,1,33,/m/0mx6c
,,,,,,,
1807,FALSE,41,42,34,1,33,/m/01gtbb
,,,,,,,
1834,FALSE,24,25,34,1,33,/m/02mhfy
,,,,,,,
2783,FALSE,56,57,34,1,33,/m/09yhzs
,,,,,,,
3024,FALSE,49,50,34,1,33,/m/012w70
,,,,,,,
3091,FALSE,23,24,34,1,33,/m/027xbpw
,,,,,,,
3653,FALSE,50,51,34,1,33,/m/08cyft
,,,,,,,
3901,FALSE,68,69,34,1,33,/m/02mqc4
,,,,,,,
4423,FALSE,71,72,34,1,33,/m/0gkz3nz
,,,,,,,
4536,FALSE,21,22,34,1,33,/m/0b_6jz
,,,,,,,
5064,FALSE,42,43,34,1,33,/m/013pp3
,,,,,,,
5112,FALSE,10,11,34,1,33,/m/01gj8_
,,,,,,,
5160,FALSE,30,31,34,1,33,/m/01rlxt
,,,,,,,
5163,FALSE,35,36,34,1,33,/m/01tz6vs
,,,,,,,
6528,FALSE,39,40,34,1,33,/m/02q7yfq
,,,,,,,
6799,FALSE,63,64,34,1,33,/m/016xk5
,,,,,,,
7354,FALSE,25,26,34,1,33,/m/03d0ns
,,,,,,,
7579,FALSE,79,80,34,1,33,/m/04b2qn
,,,,,,,
7719,FALSE,28,29,34,1,33,/m/01d30f
,,,,,,,
9825,FALSE,25,26,34,1,33,/m/0bs5f0b
,,,,,,,
11032,FALSE,61,62,34,1,33,/m/0by17xn
,,,,,,,
11205,FALSE,17,18,34,1,33,/m/025jj7
,,,,,,,
11448,FALSE,27,28,34,1,33,/m/03n0pv
,,,,,,,
12125,FALSE,4,5,34,1,33,/m/01r2lw
,,,,,,,
13068,FALSE,24,25,34,1,33,/m/05b5c
,,,,,,,
3712,FALSE,70,71,126,4,122,/m/02v0ff
,,,,,,,
4062,FALSE,31,32,64,2,62,/m/016yr0
,,,,,,,
6395,FALSE,39,40,64,2,62,/m/05mcjs
,,,,,,,
6566,FALSE,29,30,64,2,62,/m/01m4yn
,,,,,,,
10511,FALSE,31,32,64,2,62,/m/05ry0p
,,,,,,,
748,FALSE,97,98,94,3,91,/m/01vksx
,,,,,,,
5558,FALSE,48,49,94,3,91,/m/06jrhz
,,,,,,,
4,FALSE,10,11,33,1,32,/m/017dcd
,,,,,,,
234,FALSE,59,60,33,1,32,/m/026mg3
,,,,,,,
475,FALSE,65,66,33,1,32,/m/02x3lt7
,,,,,,,
497,FALSE,51,52,33,1,32,/m/0c40vxk
,,,,,,,
763,FALSE,27,28,33,1,32,/m/04gknr
,,,,,,,
1333,FALSE,48,49,33,1,32,/m/04_tv
,,,,,,,
1798,FALSE,64,65,33,1,32,/m/02lyr4
,,,,,,,
2462,FALSE,33,34,33,1,32,/m/04t6fk
,,,,,,,
2706,FALSE,59,60,33,1,32,/m/0j_sncb
,,,,,,,
3362,FALSE,40,41,33,1,32,/m/088fh
,,,,,,,
3381,FALSE,46,47,33,1,32,/m/07b1gq
,,,,,,,
3458,FALSE,32,33,33,1,32,/m/03h2c
,,,,,,,
3751,FALSE,27,28,33,1,32,/m/06gh0t
,,,,,,,
3995,FALSE,33,34,33,1,32,/m/01xcr4
,,,,,,,
5128,FALSE,37,38,33,1,32,/m/0fsw_7
,,,,,,,
5557,FALSE,65,66,33,1,32,/m/0dyztm
,,,,,,,
6008,FALSE,60,61,33,1,32,/m/0gmd3k7
,,,,,,,
6196,FALSE,46,47,33,1,32,/m/011ykb
,,,,,,,
6326,FALSE,32,33,33,1,32,/m/094g2z
,,,,,,,
6332,FALSE,28,29,33,1,32,/m/01tv3x2
,,,,,,,
6444,FALSE,33,34,33,1,32,/m/063hp4
,,,,,,,
6712,FALSE,29,30,33,1,32,/m/0jbyg
,,,,,,,
7159,FALSE,34,35,33,1,32,/m/021r7r
,,,,,,,
7352,FALSE,35,36,33,1,32,/m/026sdt1
,,,,,,,
7497,FALSE,40,41,33,1,32,/m/01f1kd
,,,,,,,
7698,FALSE,54,55,33,1,32,/m/0335fp
,,,,,,,
8568,FALSE,11,12,33,1,32,/m/0k0r0n7
,,,,,,,
8642,FALSE,42,43,33,1,32,/m/016s0m
,,,,,,,
8821,FALSE,39,40,33,1,32,/m/072192
,,,,,,,
9548,FALSE,81,82,33,1,32,/m/01ckcd
,,,,,,,
10873,FALSE,10,11,33,1,32,/m/03gyvwg
,,,,,,,
11167,FALSE,24,25,33,1,32,/m/02my3z
,,,,,,,
12400,FALSE,6,7,33,1,32,/m/047s_cr
,,,,,,,
12416,FALSE,8,9,33,1,32,/m/01lxw6
,,,,,,,
12526,FALSE,27,28,33,1,32,/m/0ckf6
,,,,,,,
455,FALSE,44,45,63,2,61,/m/07g2b
,,,,,,,
1523,FALSE,62,63,63,2,61,/m/02r8hh_
,,,,,,,
2526,FALSE,65,66,63,2,61,/m/01w724
,,,,,,,
5743,FALSE,16,17,63,2,61,/m/0h7dd
,,,,,,,
6908,FALSE,52,53,63,2,61,/m/01qrbf
,,,,,,,
8359,FALSE,35,36,63,2,61,/m/05vk_d
,,,,,,,
208,FALSE,97,98,93,3,90,/m/011yxg
,,,,,,,
4135,FALSE,55,56,93,3,90,/m/02mjf2
,,,,,,,
7276,FALSE,121,122,123,4,119,/m/01mgw
,,,,,,,
520,FALSE,64,65,92,3,89,/m/02cl1
,,,,,,,
3412,FALSE,38,39,92,3,89,/m/024mxd
,,,,,,,
1622,FALSE,67,68,62,2,60,/m/0806vbn
,,,,,,,
2594,FALSE,54,55,62,2,60,/m/053yx
,,,,,,,
10471,FALSE,33,34,62,2,60,/m/01k5y0
,,,,,,,
5239,FALSE,133,134,180,6,174,/m/07xl34
,,,,,,,
343,FALSE,35,36,32,1,31,/m/0dckvs
,,,,,,,
593,FALSE,21,22,32,1,31,/m/0c_j5d
,,,,,,,
785,FALSE,53,54,32,1,31,/m/05zbm4
,,,,,,,
2481,FALSE,25,26,32,1,31,/m/02mxw0
,,,,,,,
3401,FALSE,20,21,32,1,31,/m/01pcql
,,,,,,,
3689,FALSE,15,16,32,1,31,/m/04fhn_
,,,,,,,
3973,FALSE,34,35,32,1,31,/m/01w524f
,,,,,,,
5686,FALSE,42,43,32,1,31,/m/0f4_2k
,,,,,,,
5791,FALSE,52,53,32,1,31,/m/01q20
,,,,,,,
6829,FALSE,35,36,32,1,31,/m/04ghz4m
,,,,,,,
7257,FALSE,64,65,32,1,31,/m/02f73b
,,,,,,,
7312,FALSE,55,56,32,1,31,/m/08s6mr
,,,,,,,
7382,FALSE,51,52,32,1,31,/m/01qd_r
,,,,,,,
7739,FALSE,39,40,32,1,31,/m/09h4b5
,,,,,,,
7819,FALSE,15,16,32,1,31,/m/0999q
,,,,,,,
7925,FALSE,20,21,32,1,31,/m/06sy4c
,,,,,,,
8605,FALSE,27,28,32,1,31,/m/035yg
,,,,,,,
9036,FALSE,8,9,32,1,31,/m/049lr
,,,,,,,
9717,FALSE,20,21,32,1,31,/m/027jw0c
,,,,,,,
9959,FALSE,51,52,32,1,31,/m/01p95y0
,,,,,,,
10092,FALSE,20,21,32,1,31,/m/01tzfz
,,,,,,,
10253,FALSE,19,20,32,1,31,/m/0ftvg
,,,,,,,
10613,FALSE,10,11,32,1,31,/m/0tyww
,,,,,,,
10894,FALSE,11,12,32,1,31,/m/01nsyf
,,,,,,,
11124,FALSE,47,48,32,1,31,/m/02qfv5d
,,,,,,,
11194,FALSE,29,30,32,1,31,/m/0dzlk
,,,,,,,
11547,FALSE,9,10,32,1,31,/m/03gbty
,,,,,,,
12126,FALSE,9,10,32,1,31,/m/0163zw
,,,,,,,
12900,FALSE,22,23,32,1,31,/m/016w7b
,,,,,,,
13066,FALSE,8,9,32,1,31,/m/0t6sb
,,,,,,,
13073,FALSE,6,7,32,1,31,/m/01mzwp
,,,,,,,
13294,FALSE,6,7,32,1,31,/m/067x44
,,,,,,,
13383,FALSE,11,12,32,1,31,/m/0j298t8
,,,,,,,
13433,FALSE,4,5,32,1,31,/m/06zl7g
,,,,,,,
827,FALSE,45,46,61,2,59,/m/0p9lw
,,,,,,,
2852,FALSE,36,37,61,2,59,/m/02s5v5
,,,,,,,
3961,FALSE,91,92,61,2,59,/m/09qvf4
,,,,,,,
5019,FALSE,30,31,61,2,59,/m/0gs973
,,,,,,,
6347,FALSE,40,41,61,2,59,/m/033qdy
,,,,,,,
7584,FALSE,34,35,61,2,59,/m/01vrlqd
,,,,,,,
10755,FALSE,22,23,61,2,59,/m/0234_c
,,,,,,,
6604,FALSE,87,88,90,3,87,/m/043tvp3
,,,,,,,
2454,FALSE,45,46,118,4,114,/m/0892sx
,,,,,,,
3728,FALSE,241,242,89,3,86,/m/05842k
,,,,,,,
3951,FALSE,46,47,89,3,86,/m/03q8ch
,,,,,,,
2759,FALSE,45,46,60,2,58,/m/0cj8x
,,,,,,,
4292,FALSE,56,57,60,2,58,/m/0ccd3x
,,,,,,,
4491,FALSE,63,64,60,2,58,/m/0vbk
,,,,,,,
5076,FALSE,62,63,60,2,58,/m/02ylg6
,,,,,,,
11092,FALSE,22,23,60,2,58,/m/08nz99
,,,,,,,
333,FALSE,449,450,259,9,250,/m/05qhw
,,,,,,,
647,FALSE,57,58,31,1,30,/m/0415svh
,,,,,,,
1014,FALSE,50,51,31,1,30,/m/092c5f
,,,,,,,
1307,FALSE,30,31,31,1,30,/m/03y1mlp
,,,,,,,
1562,FALSE,12,13,31,1,30,/m/02wrhj
,,,,,,,
2016,FALSE,34,35,31,1,30,/m/0jt5zcn
,,,,,,,
2176,FALSE,17,18,31,1,30,/m/071dcs
,,,,,,,
2391,FALSE,20,21,31,1,30,/m/0ftvz
,,,,,,,
2417,FALSE,45,46,31,1,30,/m/0d7hg4
,,,,,,,
3984,FALSE,74,75,31,1,30,/m/01zg98
,,,,,,,
4283,FALSE,31,32,31,1,30,/m/0180w8
,,,,,,,
4316,FALSE,100,101,31,1,30,/m/0bmnm
,,,,,,,
4737,FALSE,31,32,31,1,30,/m/05xbx
,,,,,,,
5139,FALSE,36,37,31,1,30,/m/05bpg3
,,,,,,,
5428,FALSE,28,29,31,1,30,/m/036b_
,,,,,,,
5432,FALSE,51,52,31,1,30,/m/0h95zbp
,,,,,,,
5567,FALSE,29,30,31,1,30,/m/02lp0w
,,,,,,,
6264,FALSE,28,29,31,1,30,/m/03_wm6
,,,,,,,
6320,FALSE,22,23,31,1,30,/m/03ffcz
,,,,,,,
6563,FALSE,28,29,31,1,30,/m/05l8y
,,,,,,,
6937,FALSE,38,39,31,1,30,/m/09v92_x
,,,,,,,
7731,FALSE,19,20,31,1,30,/m/01m42d0
,,,,,,,
7760,FALSE,28,29,31,1,30,/m/0296vv
,,,,,,,
7992,FALSE,44,45,31,1,30,/m/02rnmb
,,,,,,,
8331,FALSE,10,11,31,1,30,/m/01lk02
,,,,,,,
8452,FALSE,46,47,31,1,30,/m/01bjv
,,,,,,,
8508,FALSE,45,46,31,1,30,/m/048vhl
,,,,,,,
8916,FALSE,46,47,31,1,30,/m/030g9z
,,,,,,,
9134,FALSE,58,59,31,1,30,/m/07m2y
,,,,,,,
9644,FALSE,41,42,31,1,30,/m/03yk8z
,,,,,,,
9731,FALSE,53,54,31,1,30,/m/02wk_43
,,,,,,,
9955,FALSE,15,16,31,1,30,/m/0myn8
,,,,,,,
10239,FALSE,16,17,31,1,30,/m/03crmd
,,,,,,,
10842,FALSE,33,34,31,1,30,/m/0k6yt1
,,,,,,,
10945,FALSE,8,9,31,1,30,/m/0gqm3
,,,,,,,
11459,FALSE,20,21,31,1,30,/m/07wtc
,,,,,,,
12076,FALSE,23,24,31,1,30,/m/012x1l
,,,,,,,
12635,FALSE,7,8,31,1,30,/m/04kbn
,,,,,,,
12873,FALSE,21,22,31,1,30,/m/02w64f
,,,,,,,
13027,FALSE,6,7,31,1,30,/m/02gnlz
,,,,,,,
14038,FALSE,15,16,31,1,30,/m/019tfm
,,,,,,,
105,FALSE,71,72,59,2,57,/m/0140g4
,,,,,,,
304,FALSE,131,132,59,2,57,/m/02lq67
,,,,,,,
1680,FALSE,28,29,59,2,57,/m/03xmy1
,,,,,,,
1863,FALSE,48,49,59,2,57,/m/09g8vhw
,,,,,,,
2233,FALSE,181,182,59,2,57,/m/01wy6
,,,,,,,
2508,FALSE,39,40,59,2,57,/m/01qdjm
,,,,,,,
2977,FALSE,75,76,59,2,57,/m/0fx0mw
,,,,,,,
3180,FALSE,45,46,59,2,57,/m/02bfxb
,,,,,,,
4748,FALSE,19,20,59,2,57,/m/0b6jkkg
,,,,,,,
5199,FALSE,22,23,59,2,57,/m/0c9xjl
,,,,,,,
8178,FALSE,34,35,59,2,57,/m/034xyf
,,,,,,,
9160,FALSE,50,51,59,2,57,/m/02qjpv5
,,,,,,,
4255,FALSE,54,55,87,3,84,/m/07fj_
,,,,,,,
5615,FALSE,101,102,115,4,111,/m/0m66w
,,,,,,,
183,TRUE,877,500,642,23,619,/m/0d060g
,,,,,,,
2497,FALSE,42,43,86,3,83,/m/05cvgl
,,,,,,,
2577,FALSE,82,83,86,3,83,/m/0q5hw
,,,,,,,
2794,FALSE,108,109,86,3,83,/m/0d0x8
,,,,,,,
533,FALSE,13,14,58,2,56,/m/0jcgs
,,,,,,,
1028,FALSE,22,23,58,2,56,/m/02lnhv
,,,,,,,
2835,FALSE,50,51,58,2,56,/m/0686zv
,,,,,,,
3579,FALSE,114,115,58,2,56,/m/0cjsxp
,,,,,,,
4178,FALSE,46,47,58,2,56,/m/0b6k___
,,,,,,,
6096,FALSE,11,12,58,2,56,/m/038b_x
,,,,,,,
6212,FALSE,37,38,58,2,56,/m/03_bcg
,,,,,,,
7154,FALSE,61,62,58,2,56,/m/01hv3t
,,,,,,,
8212,FALSE,60,61,58,2,56,/m/01nr36
,,,,,,,
11470,FALSE,14,15,58,2,56,/m/030s5g
,,,,,,,
12025,FALSE,6,7,58,2,56,/m/0n2kw
,,,,,,,
12109,FALSE,8,9,58,2,56,/m/0n6c_
,,,,,,,
793,TRUE,792,500,772,28,744,/m/0jbk9
,,,,,,,
508,FALSE,198,199,85,3,82,/m/028tv0
,,,,,,,
739,FALSE,90,91,85,3,82,/m/03w5xm
,,,,,,,
1697,FALSE,113,114,85,3,82,/m/04rrx
,,,,,,,
3941,FALSE,119,120,85,3,82,/m/0c3351
,,,,,,,
15,FALSE,57,58,30,1,29,/m/014lc_
,,,,,,,
1208,FALSE,28,29,30,1,29,/m/01j4ls
,,,,,,,
2269,FALSE,47,48,30,1,29,/m/0f1nl
,,,,,,,
2491,FALSE,89,90,30,1,29,/m/01v9l67
,,,,,,,
3722,FALSE,8,9,30,1,29,/m/0bxfmk
,,,,,,,
3838,FALSE,47,48,30,1,29,/m/01vd7hn
,,,,,,,
3917,FALSE,11,12,30,1,29,/m/0l380
,,,,,,,
4586,FALSE,48,49,30,1,29,/m/04pqqb
,,,,,,,
4625,FALSE,40,41,30,1,29,/m/0klw
,,,,,,,
4804,FALSE,49,50,30,1,29,/m/05mrf_p
,,,,,,,
5440,FALSE,57,58,30,1,29,/m/0k4p0
,,,,,,,
5955,FALSE,33,34,30,1,29,/m/073tm9
,,,,,,,
6054,FALSE,10,11,30,1,29,/m/01pm0_
,,,,,,,
6059,FALSE,5,6,30,1,29,/m/0n4mk
,,,,,,,
6147,FALSE,8,9,30,1,29,/m/02wzv
,,,,,,,
6374,FALSE,35,36,30,1,29,/m/019f9z
,,,,,,,
6746,FALSE,13,14,30,1,29,/m/06y8v
,,,,,,,
7176,FALSE,10,11,30,1,29,/m/03xx3m
,,,,,,,
7222,FALSE,18,19,30,1,29,/m/0mwxz
,,,,,,,
7258,FALSE,53,54,30,1,29,/m/01r7pq
,,,,,,,
7811,FALSE,3,4,30,1,29,/m/017236
,,,,,,,
