id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances,vocab
8752,FALSE,26,27,76,0,76,/m/043h78
,,,,,,,
9161,FALSE,11,12,76,0,76,/m/01nmgc
,,,,,,,
11756,FALSE,24,25,76,0,76,/m/01kkx2
,,,,,,,
12078,FALSE,23,24,76,0,76,/m/02js_6
,,,,,,,
264,FALSE,29,30,75,0,75,/m/023tp8
,,,,,,,
329,FALSE,130,131,75,0,75,/m/099jhq
,,,,,,,
525,FALSE,40,41,75,0,75,/m/02r_d4
,,,,,,,
689,FALSE,83,84,75,0,75,/m/03h_9lg
,,,,,,,
724,FALSE,34,35,75,0,75,/m/02lk1s
,,,,,,,
1665,FALSE,155,156,75,0,75,/m/02bkdn
,,,,,,,
2346,FALSE,121,122,75,0,75,/m/099t8j
,,,,,,,
2744,FALSE,71,72,75,0,75,/m/01vw20_
,,,,,,,
5551,FALSE,76,77,75,0,75,/m/067ghz
,,,,,,,
5932,FALSE,59,60,75,0,75,/m/01htxr
,,,,,,,
6350,FALSE,48,49,75,0,75,/m/07gghl
,,,,,,,
6417,FALSE,15,16,75,0,75,/m/0mndw
,,,,,,,
9152,FALSE,121,122,75,0,75,/m/02cg41
,,,,,,,
13645,FALSE,13,14,75,0,75,/m/04g9sq
,,,,,,,
365,FALSE,84,85,74,0,74,/m/0flw86
,,,,,,,
608,FALSE,46,47,74,0,74,/m/02z3r8t
,,,,,,,
828,FALSE,141,142,74,0,74,/m/099tbz
,,,,,,,
963,FALSE,66,67,74,0,74,/m/059_c
,,,,,,,
1902,FALSE,85,86,74,0,74,/m/02c638
,,,,,,,
2010,FALSE,55,56,74,0,74,/m/07ss8_
,,,,,,,
2810,FALSE,33,34,74,0,74,/m/02xbw2
,,,,,,,
2891,FALSE,31,32,74,0,74,/m/086xm
,,,,,,,
3573,FALSE,91,92,74,0,74,/m/01cky2
,,,,,,,
3932,FALSE,50,51,74,0,74,/m/09b6zr
,,,,,,,
4197,FALSE,76,77,74,0,74,/m/016ks_
,,,,,,,
4582,FALSE,92,93,74,0,74,/m/016szr
,,,,,,,
5632,FALSE,102,103,74,0,74,/m/0127s7
,,,,,,,
5746,FALSE,45,46,74,0,74,/m/03lvwp
,,,,,,,
7211,FALSE,61,62,74,0,74,/m/084m3
,,,,,,,
9139,FALSE,51,52,74,0,74,/m/01w58n3
,,,,,,,
10404,FALSE,31,32,74,0,74,/m/04rcl7
,,,,,,,
13254,FALSE,10,11,74,0,74,/m/013mzh
,,,,,,,
291,FALSE,130,131,73,0,73,/m/09fb5
,,,,,,,
442,FALSE,75,76,73,0,73,/m/0bth54
,,,,,,,
735,FALSE,89,90,73,0,73,/m/07tgn
,,,,,,,
1176,FALSE,112,113,73,0,73,/m/0bwh6
,,,,,,,
1401,FALSE,122,123,73,0,73,/m/0dr_4
,,,,,,,
2164,FALSE,26,27,73,0,73,/m/02bjhv
,,,,,,,
2190,FALSE,28,29,73,0,73,/m/01mmslz
,,,,,,,
2683,FALSE,45,46,73,0,73,/m/01vx5w7
,,,,,,,
3484,FALSE,78,79,73,0,73,/m/05z96
,,,,,,,
3486,FALSE,107,108,73,0,73,/m/05zlld0
,,,,,,,
3777,FALSE,78,79,73,0,73,/m/02mt51
,,,,,,,
4101,FALSE,43,44,73,0,73,/m/01vxxb
,,,,,,,
4274,FALSE,64,65,73,0,73,/m/08nvyr
,,,,,,,
5304,FALSE,62,63,73,0,73,/m/05fjy
,,,,,,,
6381,FALSE,37,38,73,0,73,/m/0436kgz
,,,,,,,
6406,FALSE,65,66,73,0,73,/m/07pd_j
,,,,,,,
6572,FALSE,28,29,73,0,73,/m/01cyjx
,,,,,,,
6641,FALSE,36,37,73,0,73,/m/017v3q
,,,,,,,
6867,FALSE,33,34,73,0,73,/m/03clwtw
,,,,,,,
6927,FALSE,23,24,73,0,73,/m/0gv07g
,,,,,,,
7880,FALSE,34,35,73,0,73,/m/02hy9p
,,,,,,,
7881,FALSE,49,50,73,0,73,/m/02dlfh
,,,,,,,
67,FALSE,124,125,72,0,72,/m/05pd94v
,,,,,,,
462,FALSE,96,97,72,0,72,/m/02grdc
,,,,,,,
664,FALSE,30,31,72,0,72,/m/0288zy
,,,,,,,
742,FALSE,89,90,72,0,72,/m/0fkvn
,,,,,,,
1002,FALSE,48,49,72,0,72,/m/0b68vs
,,,,,,,
2262,FALSE,94,95,72,0,72,/m/026p4q7
,,,,,,,
2448,FALSE,47,48,72,0,72,/m/01dw9z
,,,,,,,
2461,FALSE,118,119,72,0,72,/m/09hnb
,,,,,,,
3780,FALSE,83,84,72,0,72,/m/06t74h
,,,,,,,
4012,FALSE,47,48,72,0,72,/m/046qq
,,,,,,,
4079,FALSE,15,16,72,0,72,/m/03x83_
,,,,,,,
5349,FALSE,57,58,72,0,72,/m/05drr9
,,,,,,,
5902,FALSE,105,106,72,0,72,/m/0gmgwnv
,,,,,,,
6654,FALSE,94,95,72,0,72,/m/027pfg
,,,,,,,
7247,FALSE,82,83,72,0,72,/m/01mqc_
,,,,,,,
7699,FALSE,32,33,72,0,72,/m/0k2m6
,,,,,,,
7768,FALSE,70,71,72,0,72,/m/038hg
,,,,,,,
7931,FALSE,19,20,72,0,72,/m/02mpb
,,,,,,,
8873,FALSE,65,66,72,0,72,/m/02zfdp
,,,,,,,
224,FALSE,17,18,71,0,71,/m/05g8ky
,,,,,,,
2507,FALSE,95,96,71,0,71,/m/04f52jw
,,,,,,,
2531,FALSE,51,52,71,0,71,/m/07cz2
,,,,,,,
3041,FALSE,47,48,71,0,71,/m/0347xl
,,,,,,,
3068,FALSE,35,36,71,0,71,/m/03l6q0
,,,,,,,
3332,FALSE,92,93,71,0,71,/m/0xnvg
,,,,,,,
3642,FALSE,20,21,71,0,71,/m/0cpz4k
,,,,,,,
3713,FALSE,42,43,71,0,71,/m/01jr6
,,,,,,,
3741,FALSE,62,63,71,0,71,/m/01nm3s
,,,,,,,
3755,FALSE,120,121,71,0,71,/m/03qbh5
,,,,,,,
4224,FALSE,79,80,71,0,71,/m/02k21g
,,,,,,,
4436,FALSE,66,67,71,0,71,/m/026dx
,,,,,,,
5023,FALSE,51,52,71,0,71,/m/035_2h
,,,,,,,
5563,FALSE,21,22,71,0,71,/m/0ygbf
,,,,,,,
5894,FALSE,58,59,71,0,71,/m/0gj96ln
,,,,,,,
6270,FALSE,40,41,71,0,71,/m/0g9zcgx
,,,,,,,
7056,FALSE,36,37,71,0,71,/m/0l99s
,,,,,,,
7162,FALSE,103,104,71,0,71,/m/0155w
,,,,,,,
7417,FALSE,121,122,71,0,71,/m/085h1
,,,,,,,
8520,FALSE,66,67,71,0,71,/m/02f1c
,,,,,,,
8619,FALSE,79,80,71,0,71,/m/0h7pj
,,,,,,,
10473,FALSE,47,48,71,0,71,/m/0c1j_
,,,,,,,
26,FALSE,38,39,70,0,70,/m/014_x2
,,,,,,,
130,FALSE,83,84,70,0,70,/m/0197tq
,,,,,,,
713,FALSE,105,106,70,0,70,/m/09qv3c
,,,,,,,
768,FALSE,46,47,70,0,70,/m/027rwmr
,,,,,,,
2244,FALSE,102,103,70,0,70,/m/01xy5l_
,,,,,,,
2364,FALSE,94,95,70,0,70,/m/0pmhf
,,,,,,,
2496,FALSE,66,67,70,0,70,/m/0hskw
,,,,,,,
2604,FALSE,45,46,70,0,70,/m/0lrh
,,,,,,,
2790,FALSE,91,92,70,0,70,/m/0993r
,,,,,,,
3008,FALSE,57,58,70,0,70,/m/0_816
,,,,,,,
3140,FALSE,46,47,70,0,70,/m/0jwmp
,,,,,,,
3257,FALSE,54,55,70,0,70,/m/0pspl
,,,,,,,
3610,FALSE,63,64,70,0,70,/m/0jrqq
,,,,,,,
3779,FALSE,51,52,70,0,70,/m/03lq43
,,,,,,,
3987,FALSE,48,49,70,0,70,/m/05v1sb
,,,,,,,
4047,FALSE,25,26,70,0,70,/m/06929s
,,,,,,,
4401,FALSE,51,52,70,0,70,/m/0bh8x1y
,,,,,,,
5012,FALSE,111,112,70,0,70,/m/01ps2h8
,,,,,,,
5265,FALSE,112,113,70,0,70,/m/01vsgrn
,,,,,,,
6292,FALSE,33,34,70,0,70,/m/03q43g
,,,,,,,
7743,FALSE,35,36,70,0,70,/m/02661h
,,,,,,,
8891,FALSE,44,45,70,0,70,/m/020fgy
,,,,,,,
10635,FALSE,18,19,70,0,70,/m/0r6cx
,,,,,,,
10638,FALSE,49,50,70,0,70,/m/015p37
,,,,,,,
10667,FALSE,38,39,70,0,70,/m/01gvsn
,,,,,,,
419,FALSE,43,44,69,0,69,/m/014x77
,,,,,,,
570,FALSE,94,95,69,0,69,/m/0hn10
,,,,,,,
835,FALSE,56,57,69,0,69,/m/0_b3d
,,,,,,,
1525,FALSE,26,27,69,0,69,/m/02pb53
,,,,,,,
1569,FALSE,28,29,69,0,69,/m/0bthb
,,,,,,,
1809,FALSE,38,39,69,0,69,/m/0hpt3
,,,,,,,
3150,FALSE,152,153,69,0,69,/m/02qwg
,,,,,,,
3468,FALSE,88,89,69,0,69,/m/03shp
,,,,,,,
3595,FALSE,52,53,69,0,69,/m/05jm7
,,,,,,,
4341,FALSE,39,40,69,0,69,/m/044k8
,,,,,,,
4493,FALSE,92,93,69,0,69,/m/02q690_
,,,,,,,
4605,FALSE,53,54,69,0,69,/m/01vsy3q
,,,,,,,
4958,FALSE,29,30,69,0,69,/m/02dwj
,,,,,,,
5730,FALSE,44,45,69,0,69,/m/0gw7p
,,,,,,,
7058,FALSE,87,88,69,0,69,/m/0bdjd
,,,,,,,
8318,FALSE,33,34,69,0,69,/m/02q5bx2
,,,,,,,
24,FALSE,53,54,68,0,68,/m/0b76d_m
,,,,,,,
125,FALSE,43,44,68,0,68,/m/03c7ln
,,,,,,,
203,FALSE,84,85,68,0,68,/m/011yrp
,,,,,,,
934,FALSE,67,68,68,0,68,/m/0jjy0
,,,,,,,
1298,FALSE,77,78,68,0,68,/m/0krdk
,,,,,,,
1487,FALSE,55,56,68,0,68,/m/030_1_
,,,,,,,
3044,FALSE,69,70,68,0,68,/m/0gvs1kt
,,,,,,,
4163,FALSE,75,76,68,0,68,/m/02jxmr
,,,,,,,
4192,FALSE,43,44,68,0,68,/m/03cfkrw
,,,,,,,
4856,FALSE,56,57,68,0,68,/m/03h502k
,,,,,,,
4859,FALSE,66,67,68,0,68,/m/0jqj5
,,,,,,,
4965,FALSE,100,101,68,0,68,/m/09qrn4
,,,,,,,
5089,FALSE,55,56,68,0,68,/m/07dzf
,,,,,,,
5353,FALSE,15,16,68,0,68,/m/01sfmyk
,,,,,,,
5394,FALSE,62,63,68,0,68,/m/043g7l
,,,,,,,
5979,FALSE,30,31,68,0,68,/m/06rhz7
,,,,,,,
6030,FALSE,60,61,68,0,68,/m/016dj8
,,,,,,,
6252,FALSE,78,79,68,0,68,/m/0dc_ms
,,,,,,,
6639,FALSE,54,55,68,0,68,/m/0479b
,,,,,,,
7018,FALSE,38,39,68,0,68,/m/04hcw
,,,,,,,
7406,FALSE,23,24,68,0,68,/m/015qyf
,,,,,,,
7930,FALSE,23,24,68,0,68,/m/01y8d4
,,,,,,,
8658,FALSE,30,31,68,0,68,/m/02482c
,,,,,,,
9567,FALSE,43,44,68,0,68,/m/0187nd
,,,,,,,
9602,FALSE,34,35,68,0,68,/m/04vrxh
,,,,,,,
9939,FALSE,17,18,68,0,68,/m/02j4sk
,,,,,,,
10833,FALSE,37,38,68,0,68,/m/02tcgh
,,,,,,,
11554,FALSE,24,25,68,0,68,/m/01l7qw
,,,,,,,
156,FALSE,100,101,67,0,67,/m/0lbj1
,,,,,,,
775,FALSE,87,88,67,0,67,/m/0vmt
,,,,,,,
1183,FALSE,61,62,67,0,67,/m/01kff7
,,,,,,,
1400,FALSE,107,108,67,0,67,/m/0dlglj
,,,,,,,
2302,FALSE,106,107,67,0,67,/m/02x4wr9
,,,,,,,
2551,FALSE,70,71,67,0,67,/m/0c9c0
,,,,,,,
2940,FALSE,37,38,67,0,67,/m/0840vq
,,,,,,,
3733,FALSE,76,77,67,0,67,/m/02lnbg
,,,,,,,
3827,FALSE,68,69,67,0,67,/m/01sn3
,,,,,,,
3848,FALSE,83,84,67,0,67,/m/0cmc26r
,,,,,,,
4295,FALSE,34,35,67,0,67,/m/0grrq8
,,,,,,,
5660,FALSE,107,108,67,0,67,/m/05r6t
,,,,,,,
6217,FALSE,36,37,67,0,67,/m/098s2w
,,,,,,,
6382,FALSE,34,35,67,0,67,/m/01vw_dv
,,,,,,,
7721,FALSE,58,59,67,0,67,/m/0b4lkx
,,,,,,,
9076,FALSE,42,43,67,0,67,/m/0bkmf
,,,,,,,
10234,FALSE,37,38,67,0,67,/m/0dnkmq
,,,,,,,
10792,FALSE,33,34,67,0,67,/m/01ry_x
,,,,,,,
56,FALSE,75,76,66,0,66,/m/05bnp0
,,,,,,,
578,FALSE,44,45,66,0,66,/m/01vlj1g
,,,,,,,
802,FALSE,79,80,66,0,66,/m/012t_z
,,,,,,,
952,FALSE,88,89,66,0,66,/m/02x8m
,,,,,,,
1234,FALSE,117,118,66,0,66,/m/01rh0w
,,,,,,,
1425,FALSE,34,35,66,0,66,/m/02lxj_
,,,,,,,
1565,FALSE,47,48,66,0,66,/m/09kvv
,,,,,,,
1933,FALSE,87,88,66,0,66,/m/011k1h
,,,,,,,
2246,FALSE,75,76,66,0,66,/m/052p7
,,,,,,,
2593,FALSE,70,71,66,0,66,/m/04jwly
,,,,,,,
3225,FALSE,54,55,66,0,66,/m/01wyz92
,,,,,,,
3825,FALSE,102,103,66,0,66,/m/04xvh5
,,,,,,,
3990,FALSE,55,56,66,0,66,/m/0fbx6
,,,,,,,
4004,FALSE,94,95,66,0,66,/m/02822
,,,,,,,
4749,FALSE,33,34,66,0,66,/m/04fcx7
,,,,,,,
5331,FALSE,29,30,66,0,66,/m/02vyyl8
,,,,,,,
6198,FALSE,94,95,66,0,66,/m/0g768
,,,,,,,
6376,FALSE,66,67,66,0,66,/m/0hv4t
,,,,,,,
7232,FALSE,88,89,66,0,66,/m/027gs1_
,,,,,,,
7791,FALSE,54,55,66,0,66,/m/02pv_d
,,,,,,,
8415,FALSE,32,33,66,0,66,/m/011xy1
,,,,,,,
9409,FALSE,9,10,66,0,66,/m/034lk7
,,,,,,,
9698,FALSE,37,38,66,0,66,/m/07tlfx
,,,,,,,
9874,FALSE,17,18,66,0,66,/m/04xzm
,,,,,,,
10697,FALSE,17,18,66,0,66,/m/02ghq
,,,,,,,
104,FALSE,16,17,65,0,65,/m/04yywz
,,,,,,,
139,FALSE,41,42,65,0,65,/m/05cljf
,,,,,,,
253,FALSE,86,87,65,0,65,/m/05ty4m
,,,,,,,
954,FALSE,42,43,65,0,65,/m/01nvmd_
,,,,,,,
1670,FALSE,76,77,65,0,65,/m/0cz_ym
,,,,,,,
2696,FALSE,58,59,65,0,65,/m/01nwwl
,,,,,,,
2874,FALSE,74,75,65,0,65,/m/01w02sy
,,,,,,,
3648,FALSE,100,101,65,0,65,/m/02x1z2s
,,,,,,,
4184,FALSE,36,37,65,0,65,/m/0d5wn3
,,,,,,,
4397,FALSE,40,41,65,0,65,/m/0fqt1ns
,,,,,,,
4679,FALSE,47,48,65,0,65,/m/0fgg4
,,,,,,,
4770,FALSE,26,27,65,0,65,/m/06kb_
,,,,,,,
5337,FALSE,59,60,65,0,65,/m/01l_pn
,,,,,,,
5469,FALSE,74,75,65,0,65,/m/07bch9
,,,,,,,
5655,FALSE,35,36,65,0,65,/m/03nqnnk
,,,,,,,
5676,FALSE,68,69,65,0,65,/m/011yg9
,,,,,,,
6321,FALSE,15,16,65,0,65,/m/0r5y9
,,,,,,,
6404,FALSE,64,65,65,0,65,/m/04jspq
,,,,,,,
6838,FALSE,51,52,65,0,65,/m/015ppk
,,,,,,,
7386,FALSE,43,44,65,0,65,/m/046f3p
,,,,,,,
7572,FALSE,61,62,65,0,65,/m/07kjk7c
,,,,,,,
7921,FALSE,35,36,65,0,65,/m/0dt1cm
,,,,,,,
8979,FALSE,60,61,65,0,65,/m/01z452
,,,,,,,
9082,FALSE,49,50,65,0,65,/m/02jkkv
,,,,,,,
10692,FALSE,28,29,65,0,65,/m/0g10g
,,,,,,,
10934,FALSE,29,30,65,0,65,/m/015fs3
,,,,,,,
11068,FALSE,23,24,65,0,65,/m/01p7x7
,,,,,,,
11407,FALSE,23,24,65,0,65,/m/0558_1
,,,,,,,
11880,FALSE,20,21,65,0,65,/m/02g9z1
,,,,,,,
12169,FALSE,18,19,65,0,65,/m/0438f
,,,,,,,
13424,FALSE,15,16,65,0,65,/m/01h8sf
,,,,,,,
372,FALSE,49,50,64,0,64,/m/04v8x9
,,,,,,,
1922,FALSE,72,73,64,0,64,/m/086qd
,,,,,,,
2076,FALSE,30,31,64,0,64,/m/0311wg
,,,,,,,
2238,FALSE,78,79,64,0,64,/m/0j_c
,,,,,,,
2472,FALSE,84,85,64,0,64,/m/06ztvyx
,,,,,,,
2637,FALSE,44,45,64,0,64,/m/0ftxw
,,,,,,,
2734,FALSE,65,66,64,0,64,/m/081mh
,,,,,,,
3184,FALSE,30,31,64,0,64,/m/0glnm
,,,,,,,
3234,FALSE,111,112,64,0,64,/m/05qfh
,,,,,,,
4052,FALSE,79,80,64,0,64,/m/05q8pss
,,,,,,,
4435,FALSE,97,98,64,0,64,/m/01kwsg
,,,,,,,
4824,FALSE,43,44,64,0,64,/m/01w1kyf
,,,,,,,
5053,FALSE,23,24,64,0,64,/m/01jszm
,,,,,,,
5214,FALSE,71,72,64,0,64,/m/01pk8v
,,,,,,,
5699,FALSE,71,72,64,0,64,/m/02q42j_
,,,,,,,
5910,FALSE,39,40,64,0,64,/m/02jxbw
,,,,,,,
6100,FALSE,69,70,64,0,64,/m/01f85k
,,,,,,,
6146,FALSE,54,55,64,0,64,/m/02qk3fk
,,,,,,,
6636,FALSE,28,29,64,0,64,/m/02b29
,,,,,,,
6815,FALSE,65,66,64,0,64,/m/03kbb8
,,,,,,,
6991,FALSE,84,85,64,0,64,/m/0gnbw
,,,,,,,
7215,FALSE,130,131,64,0,64,/m/0btpm6
,,,,,,,
10036,FALSE,37,38,64,0,64,/m/0341n5
,,,,,,,
10614,FALSE,33,34,64,0,64,/m/06myp
,,,,,,,
11296,FALSE,26,27,64,0,64,/m/01gvxv
,,,,,,,
11334,FALSE,31,32,64,0,64,/m/0443v1
,,,,,,,
11412,FALSE,20,21,64,0,64,/m/02p8454
,,,,,,,
381,FALSE,34,35,63,0,63,/m/04wqr
,,,,,,,
1090,FALSE,73,74,63,0,63,/m/04ykg
,,,,,,,
1850,FALSE,68,69,63,0,63,/m/09d5h
,,,,,,,
1960,FALSE,74,75,63,0,63,/m/02_2v2
,,,,,,,
2079,FALSE,85,86,63,0,63,/m/033hn8
,,,,,,,
2192,FALSE,32,33,63,0,63,/m/04g9gd
,,,,,,,
2322,FALSE,54,55,63,0,63,/m/0dc95
,,,,,,,
2768,FALSE,50,51,63,0,63,/m/0ggbhy7
,,,,,,,
2825,FALSE,112,113,63,0,63,/m/0150t6
,,,,,,,
2890,FALSE,40,41,63,0,63,/m/0bmc4cm
,,,,,,,
2937,FALSE,107,108,63,0,63,/m/0gkts9
,,,,,,,
2997,FALSE,50,51,63,0,63,/m/02wb6yq
,,,,,,,
3011,FALSE,35,36,63,0,63,/m/02qx69
,,,,,,,
4173,FALSE,47,48,63,0,63,/m/033tln
,,,,,,,
4470,FALSE,112,113,63,0,63,/m/07twz
,,,,,,,
5266,FALSE,42,43,63,0,63,/m/0k9ctht
,,,,,,,
5597,FALSE,46,47,63,0,63,/m/02b61v
,,,,,,,
5941,FALSE,66,67,63,0,63,/m/06fcqw
,,,,,,,
6003,FALSE,68,69,63,0,63,/m/0gx_p
,,,,,,,
6277,FALSE,72,73,63,0,63,/m/011yhm
,,,,,,,
6863,FALSE,70,71,63,0,63,/m/027r9t
,,,,,,,
7030,FALSE,19,20,63,0,63,/m/08qs09
,,,,,,,
7059,FALSE,75,76,63,0,63,/m/03zz8b
,,,,,,,
7450,FALSE,45,46,63,0,63,/m/026f__m
,,,,,,,
7621,FALSE,25,26,63,0,63,/m/02nvg1
,,,,,,,
8596,FALSE,20,21,63,0,63,/m/01x9_8
,,,,,,,
8930,FALSE,33,34,63,0,63,/m/0crs0b8
,,,,,,,
9130,FALSE,14,15,63,0,63,/m/0jhjl
,,,,,,,
10135,FALSE,44,45,63,0,63,/m/0cw67g
,,,,,,,
10905,FALSE,52,53,63,0,63,/m/01304j
,,,,,,,
103,FALSE,108,109,62,0,62,/m/02vxq9m
,,,,,,,
389,FALSE,46,47,62,0,62,/m/016z5x
,,,,,,,
644,FALSE,113,114,62,0,62,/m/0mdqp
,,,,,,,
852,FALSE,33,34,62,0,62,/m/019_1h
,,,,,,,
990,FALSE,121,122,62,0,62,/m/02lfns
,,,,,,,
1639,FALSE,19,20,62,0,62,/m/02jyr8
,,,,,,,
1676,FALSE,66,67,62,0,62,/m/0bx8pn
,,,,,,,
1780,FALSE,39,40,62,0,62,/m/01wz3cx
,,,,,,,
1788,FALSE,91,92,62,0,62,/m/0d0kn
,,,,,,,
2499,FALSE,40,41,62,0,62,/m/0f7h2v
,,,,,,,
2591,FALSE,85,86,62,0,62,/m/0gyh
,,,,,,,
2598,FALSE,40,41,62,0,62,/m/0gkydb
,,,,,,,
4225,FALSE,35,36,62,0,62,/m/04h07s
,,,,,,,
4390,FALSE,104,105,62,0,62,/m/0f7hc
,,,,,,,
5305,FALSE,47,48,62,0,62,/m/0gbfn9
,,,,,,,
6451,FALSE,114,115,62,0,62,/m/099ck7
,,,,,,,
6757,FALSE,35,36,62,0,62,/m/06dfg
,,,,,,,
6849,FALSE,23,24,62,0,62,/m/07x4c
,,,,,,,
7254,FALSE,33,34,62,0,62,/m/09gdh6k
,,,,,,,
7433,FALSE,67,68,62,0,62,/m/0pd64
,,,,,,,
8073,FALSE,32,33,62,0,62,/m/03f7m4h
,,,,,,,
8092,FALSE,14,15,62,0,62,/m/024y6w
,,,,,,,
8685,FALSE,64,65,62,0,62,/m/09gkdln
,,,,,,,
8688,FALSE,74,75,62,0,62,/m/03j6c
,,,,,,,
8874,FALSE,46,47,62,0,62,/m/06pjs
,,,,,,,
9172,FALSE,37,38,62,0,62,/m/05sdxx
,,,,,,,
9246,FALSE,72,73,62,0,62,/m/01gbn6
,,,,,,,
11083,FALSE,58,59,62,0,62,/m/016ggh
,,,,,,,
303,FALSE,57,58,61,0,61,/m/03_r3
,,,,,,,
360,FALSE,123,124,61,0,61,/m/02rjjll
,,,,,,,
554,FALSE,64,65,61,0,61,/m/0209xj
,,,,,,,
595,FALSE,72,73,61,0,61,/m/01w3v
,,,,,,,
1031,FALSE,30,31,61,0,61,/m/018f8
,,,,,,,
1111,FALSE,38,39,61,0,61,/m/03s5lz
,,,,,,,
1189,FALSE,68,69,61,0,61,/m/01wcp_g
,,,,,,,
1317,FALSE,53,54,61,0,61,/m/0340hj
,,,,,,,
1477,FALSE,73,74,61,0,61,/m/05fnl9
,,,,,,,
1507,FALSE,45,46,61,0,61,/m/05cj_j
,,,,,,,
1701,FALSE,72,73,61,0,61,/m/011yth
,,,,,,,
1704,FALSE,88,89,61,0,61,/m/03xsby
,,,,,,,
1845,FALSE,51,52,61,0,61,/m/0jym0
,,,,,,,
2229,FALSE,88,89,61,0,61,/m/063y_ky
,,,,,,,
2413,FALSE,72,73,61,0,61,/m/02f2dn
,,,,,,,
2572,FALSE,35,36,61,0,61,/m/0cw3yd
,,,,,,,
2626,FALSE,84,85,61,0,61,/m/0dr3sl
,,,,,,,
2814,FALSE,29,30,61,0,61,/m/03m_k0
,,,,,,,
3664,FALSE,72,73,61,0,61,/m/08vr94
,,,,,,,
3778,FALSE,54,55,61,0,61,/m/0gy2y8r
,,,,,,,
3887,FALSE,63,64,61,0,61,/m/0r0m6
,,,,,,,
4143,FALSE,37,38,61,0,61,/m/04yqlk
,,,,,,,
4691,FALSE,20,21,61,0,61,/m/022g44
,,,,,,,
4721,FALSE,44,45,61,0,61,/m/02xs6_
,,,,,,,
4941,FALSE,16,17,61,0,61,/m/0lhn5
,,,,,,,
5147,FALSE,82,83,61,0,61,/m/026lgs
,,,,,,,
5376,FALSE,112,113,61,0,61,/m/049xgc
,,,,,,,
5525,FALSE,52,53,61,0,61,/m/01vvyc_
,,,,,,,
5669,FALSE,21,22,61,0,61,/m/01xyt7
,,,,,,,
5811,FALSE,74,75,61,0,61,/m/06g2d1
,,,,,,,
6013,FALSE,67,68,61,0,61,/m/01chpn
,,,,,,,
6592,FALSE,74,75,61,0,61,/m/01540
,,,,,,,
6697,FALSE,29,30,61,0,61,/m/05np2
,,,,,,,
7070,FALSE,31,32,61,0,61,/m/01k0xy
,,,,,,,
7331,FALSE,55,56,61,0,61,/m/01j7z7
,,,,,,,
7942,FALSE,102,103,61,0,61,/m/037mh8
,,,,,,,
8001,FALSE,66,67,61,0,61,/m/0hfjk
,,,,,,,
8088,FALSE,104,105,61,0,61,/m/011ywj
,,,,,,,
8920,FALSE,26,27,61,0,61,/m/05nyqk
,,,,,,,
10317,FALSE,22,23,61,0,61,/m/0mb0
,,,,,,,
12646,FALSE,30,31,61,0,61,/m/0tj9
,,,,,,,
185,FALSE,83,84,60,0,60,/m/02_n3z
,,,,,,,
382,FALSE,41,42,60,0,60,/m/0chsq
,,,,,,,
516,FALSE,42,43,60,0,60,/m/0kzy0
,,,,,,,
532,FALSE,37,38,60,0,60,/m/0168cl
,,,,,,,
680,FALSE,57,58,60,0,60,/m/0164qt
,,,,,,,
715,FALSE,24,25,60,0,60,/m/0152cw
,,,,,,,
844,FALSE,91,92,60,0,60,/m/07w0v
,,,,,,,
951,FALSE,66,67,60,0,60,/m/0h1mt
,,,,,,,
1344,FALSE,42,43,60,0,60,/m/02wcx8c
,,,,,,,
1426,FALSE,64,65,60,0,60,/m/051kv
,,,,,,,
2144,FALSE,48,49,60,0,60,/m/075cph
,,,,,,,
2393,FALSE,62,63,60,0,60,/m/02js6_
,,,,,,,
2405,FALSE,101,102,60,0,60,/m/02fn5r
,,,,,,,
2446,FALSE,46,47,60,0,60,/m/06w6_
,,,,,,,
2536,FALSE,68,69,60,0,60,/m/078bz
,,,,,,,
3168,FALSE,78,79,60,0,60,/m/05r5w
,,,,,,,
3454,FALSE,200,201,60,0,60,/m/03gvt
,,,,,,,
3720,FALSE,39,40,60,0,60,/m/0fr0t
,,,,,,,
3840,FALSE,72,73,60,0,60,/m/02jsgf
,,,,,,,
4484,FALSE,48,49,60,0,60,/m/0k2cb
,,,,,,,
4781,FALSE,34,35,60,0,60,/m/03mz5b
,,,,,,,
5364,FALSE,94,95,60,0,60,/m/054g1r
,,,,,,,
5447,FALSE,75,76,60,0,60,/m/0f2rq
,,,,,,,
5755,FALSE,21,22,60,0,60,/m/0b9rdk
,,,,,,,
6260,FALSE,56,57,60,0,60,/m/09gmmt6
,,,,,,,
6422,FALSE,30,31,60,0,60,/m/02_0d2
,,,,,,,
6603,FALSE,35,36,60,0,60,/m/07nxnw
,,,,,,,
6608,FALSE,90,91,60,0,60,/m/0gwjw0c
,,,,,,,
7260,FALSE,60,61,60,0,60,/m/035zr0
,,,,,,,
8627,FALSE,50,51,60,0,60,/m/09lxv9
,,,,,,,
8857,FALSE,30,31,60,0,60,/m/03m3nzf
,,,,,,,
9149,FALSE,51,52,60,0,60,/m/048z7l
,,,,,,,
9190,FALSE,30,31,60,0,60,/m/04sv4
,,,,,,,
9759,FALSE,16,17,60,0,60,/m/0ftqr
,,,,,,,
10927,FALSE,32,33,60,0,60,/m/03h8_g
,,,,,,,
11129,FALSE,11,12,60,0,60,/m/019gz
,,,,,,,
11135,FALSE,38,39,60,0,60,/m/033dbw
,,,,,,,
