id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances
997,False,16,17,15,0,15
998,False,13,14,1,0,1
999,False,84,85,57,0,57
1000,False,38,39,19,0,19
1001,False,193,194,125,1,124
1002,False,48,49,72,0,72
1003,False,18,19,55,0,55
1004,True,587,500,382,1,381
1005,False,39,40,57,0,57
1006,False,42,43,26,0,26
1007,False,17,18,11,0,11
1008,False,17,18,5,1,4
1009,False,22,23,21,0,21
1010,False,16,17,41,1,40
1011,False,62,63,68,6,62
1012,False,61,62,41,8,33
1013,False,29,30,13,1,12
1014,False,50,51,31,1,30
1015,False,94,95,44,1,43
1016,False,151,152,117,1,116
1017,False,26,27,20,1,19
1018,False,26,27,18,0,18
1019,False,244,245,140,0,140
1020,False,100,101,127,3,124
1021,False,243,244,237,0,237
1022,False,27,28,45,1,44
1023,False,61,62,28,0,28
1024,False,127,128,73,1,72
1025,False,40,41,26,1,25
1026,False,34,35,15,0,15
1027,False,98,99,80,0,80
1028,False,22,23,58,2,56
1029,False,99,100,99,2,97
1030,False,37,38,48,2,46
1031,False,30,31,61,0,61
1032,False,20,21,27,0,27
1033,False,171,172,106,0,106
1034,False,35,36,37,0,37
1035,False,17,18,10,3,7
1036,False,12,13,3,0,3
1037,False,37,38,21,0,21
1038,False,86,87,44,0,44
1039,False,15,16,6,0,6
1040,False,16,17,10,0,10
1041,False,139,140,85,2,83
1042,False,125,126,66,3,63
1043,False,63,64,27,0,27
1044,False,122,123,35,3,32
1045,False,13,14,37,1,36
1046,False,442,443,422,1,421
1047,False,47,48,40,0,40
1048,True,602,500,347,14,333
1049,False,53,54,85,1,84
1050,False,99,100,37,0,37
1051,False,169,170,108,2,106
1052,False,10,11,29,0,29
1053,False,5,6,4,0,4
1054,False,17,18,39,0,39
1055,False,38,39,46,0,46
1056,False,32,33,12,0,12
1057,False,38,39,11,0,11
1058,False,52,53,10,0,10
1059,False,197,198,103,21,82
1060,False,51,52,32,0,32
1061,False,117,118,49,0,49
1062,False,339,340,242,0,242
1063,False,103,104,93,0,93
1064,False,391,392,286,1,285
1065,False,37,38,29,0,29
1066,False,42,43,20,1,19
1067,False,25,26,27,1,26
1068,False,5,6,4,0,4
1069,False,50,51,51,0,51
1070,False,39,40,36,0,36
1071,False,48,49,37,0,37
1072,False,66,67,86,2,84
1073,False,174,175,125,1,124
1074,False,44,45,26,0,26
1075,False,45,46,0,0,0
1076,False,15,16,0,0,0
1077,False,95,96,59,0,59
1078,False,29,30,14,1,13
1079,False,43,44,58,3,55
1080,False,38,39,53,1,52
1081,False,76,77,81,2,79
1082,True,861,500,670,6,664
1083,False,93,94,47,1,46
1084,False,47,48,26,4,22
1085,False,235,236,73,2,71
1086,False,42,43,8,0,8
1087,False,54,55,66,1,65
1088,False,26,27,19,0,19
1089,False,62,63,97,4,93
1090,False,73,74,63,0,63
1091,False,20,21,15,1,14
1092,False,26,27,34,0,34
1093,False,82,83,30,2,28
1094,False,21,22,10,0,10
1095,False,24,25,24,1,23
1096,False,50,51,18,0,18
1097,False,78,79,48,1,47
1098,False,41,42,35,0,35
1099,False,39,40,21,0,21
1100,True,802,500,544,5,539
1101,False,53,54,53,0,53
1102,False,44,45,50,1,49
1103,False,29,30,19,1,18
1104,False,33,34,51,1,50
1105,False,29,30,17,0,17
1106,False,68,69,36,1,35
1107,False,67,68,26,0,26
1108,False,41,42,83,0,83
1109,False,42,43,27,0,27
1110,False,43,44,92,0,92
1111,False,38,39,61,0,61
1112,False,11,12,3,0,3
1113,False,15,16,29,11,18
1114,False,35,36,40,0,40
1115,False,63,64,51,0,51
1116,False,45,46,34,0,34
1117,False,47,48,20,0,20
1118,False,11,12,46,0,46
1119,False,53,54,4,0,4
1120,False,11,12,0,0,0
1121,False,43,44,43,0,43
1122,False,13,14,10,0,10
1123,True,560,500,380,5,375
1124,False,33,34,25,0,25
1125,False,10,11,32,0,32
1126,True,738,500,573,7,566
1127,False,47,48,23,0,23
1128,False,188,189,155,0,155
1129,False,492,493,340,2,338
1130,False,32,33,64,1,63
1131,False,55,56,38,0,38
1132,False,203,204,146,1,145
1133,False,16,17,18,0,18
1134,False,44,45,35,0,35
1135,False,12,13,12,0,12
1136,False,9,10,1,0,1
1137,False,28,29,17,0,17
1138,False,29,30,18,0,18
1139,False,219,220,151,1,150
1140,False,47,48,41,1,40
1141,False,14,15,23,0,23
1142,False,25,26,18,0,18
1143,False,15,16,13,0,13
1144,False,39,40,50,1,49
1145,False,58,59,39,2,37
1146,False,140,141,60,8,52
1147,False,55,56,66,5,61
1148,False,21,22,14,0,14
1149,False,146,147,146,0,146
1150,False,210,211,145,1,144
1151,False,46,47,8,1,7
1152,False,59,60,25,0,25
1153,False,10,11,6,0,6
1154,False,12,13,27,0,27
1155,False,13,14,73,1,72
1156,False,111,112,50,1,49
1157,False,116,117,53,1,52
1158,False,14,15,27,9,18
1159,False,53,54,38,1,37
1160,False,18,19,7,0,7
1161,False,61,62,49,2,47
1162,False,17,18,50,7,43
1163,False,43,44,63,3,60
1164,False,75,76,34,0,34
1165,False,406,407,214,2,212
1166,False,316,317,219,6,213
1167,False,3,4,26,0,26
1168,False,24,25,7,0,7
1169,False,10,11,3,0,3
1170,False,34,35,19,0,19
1171,False,9,10,3,2,1
1172,False,44,45,23,0,23
1173,False,120,121,49,0,49
1174,False,19,20,9,0,9
1175,False,69,70,130,2,128
1176,False,112,113,73,0,73
1177,False,25,26,37,0,37
1178,False,54,55,47,1,46
1179,False,491,492,526,8,518
1180,False,21,22,15,0,15
1181,False,121,122,43,0,43
1182,False,59,60,52,0,52
1183,False,61,62,67,0,67
1184,False,19,20,32,0,32
1185,False,23,24,13,0,13
1186,False,39,40,24,1,23
1187,False,22,23,14,0,14
1188,False,12,13,6,0,6
1189,False,68,69,61,0,61
1190,False,42,43,25,0,25
1191,False,106,107,86,0,86
1192,False,43,44,31,0,31
1193,False,15,16,14,0,14
1194,False,348,349,328,5,323
1195,False,123,124,83,0,83
1196,False,59,60,112,2,110
1197,False,132,133,91,0,91
1198,False,110,111,85,0,85
1199,False,49,50,19,0,19
1200,False,110,111,69,2,67
1201,False,59,60,56,2,54
1202,False,23,24,18,0,18
1203,False,139,140,63,1,62
1204,False,29,30,21,0,21
1205,False,38,39,46,1,45
1206,False,8,9,6,0,6
1207,False,33,34,28,0,28
1208,False,28,29,30,1,29
1209,False,69,70,42,1,41
1210,False,54,55,82,4,78
1211,False,31,32,13,0,13
1212,False,54,55,29,1,28
1213,False,443,444,318,4,314
1214,False,52,53,24,1,23
1215,False,55,56,49,1,48
1216,False,17,18,7,0,7
1217,False,30,31,11,0,11
1218,False,21,22,66,1,65
1219,False,2,3,9,1,8
1220,False,64,65,105,1,104
1221,False,15,16,16,0,16
1222,False,19,20,11,0,11
1223,False,48,49,25,0,25
1224,False,71,72,50,1,49
1225,False,58,59,54,0,54
1226,False,32,33,103,0,103
1227,False,24,25,30,0,30
1228,False,11,12,31,2,29
1229,False,21,22,24,1,23
1230,False,32,33,31,0,31
1231,False,55,56,41,1,40
1232,False,84,85,57,2,55
1233,False,49,50,84,0,84
1234,False,117,118,66,0,66
1235,False,28,29,12,1,11
1236,False,151,152,136,1,135
1237,False,16,17,8,0,8
1238,False,24,25,27,0,27
1239,False,57,58,42,0,42
1240,False,33,34,37,0,37
1241,False,23,24,39,1,38
1242,False,174,175,36,0,36
1243,False,86,87,41,0,41
1244,False,78,79,43,2,41
1245,False,65,66,34,1,33
1246,False,69,70,23,1,22
1247,False,304,305,162,7,155
1248,False,41,42,50,0,50
1249,False,28,29,16,0,16
1250,False,122,123,56,0,56
1251,False,29,30,23,1,22
1252,False,292,293,217,1,216
1253,False,33,34,22,0,22
1254,False,37,38,79,0,79
1255,False,154,155,113,0,113
1256,False,18,19,16,0,16
1257,False,39,40,22,0,22
1258,False,38,39,12,0,12
1259,False,51,52,23,0,23
1260,False,50,51,24,0,24
1261,False,103,104,76,0,76
1262,False,296,297,237,2,235
1263,False,47,48,53,0,53
1264,False,61,62,54,0,54
1265,False,29,30,15,0,15
1266,False,66,67,27,0,27
1267,False,36,37,45,1,44
1268,False,40,41,29,0,29
1269,False,36,37,19,0,19
1270,False,49,50,26,0,26
1271,False,7,8,2,0,2
1272,False,33,34,5,2,3
1273,False,417,418,211,3,208
1274,False,32,33,41,0,41
1275,False,7,8,2,0,2
1276,False,21,22,16,0,16
1277,False,71,72,29,1,28
1278,False,162,163,71,1,70
1279,False,116,117,26,2,24
1280,False,172,173,55,1,54
1281,False,31,32,47,0,47
1282,False,127,128,105,0,105
1283,False,18,19,53,0,53
1284,False,32,33,24,0,24
1285,False,81,82,50,0,50
1286,False,35,36,23,1,22
1287,False,119,120,83,0,83
1288,False,43,44,40,0,40
1289,False,68,69,21,0,21
1290,False,58,59,34,1,33
1291,False,9,10,2,1,1
1292,False,59,60,26,0,26
1293,False,47,48,40,0,40
1294,False,33,34,19,0,19
1295,False,51,52,63,1,62
1296,False,24,25,18,0,18
1297,False,76,77,49,0,49
1298,False,77,78,68,0,68
1299,False,37,38,20,1,19
1300,False,32,33,18,0,18
1301,False,10,11,6,0,6
1302,False,389,390,161,4,157
1303,False,119,120,86,0,86
1304,False,259,260,144,1,143
1305,False,65,66,39,0,39
1306,False,338,339,207,0,207
1307,False,30,31,31,1,30
1308,False,19,20,12,0,12
1309,False,42,43,70,3,67
1310,False,47,48,29,1,28
1311,False,7,8,34,0,34
1312,False,19,20,11,0,11
1313,False,46,47,57,0,57
1314,False,41,42,45,0,45
1315,False,191,192,148,1,147
1316,False,431,432,307,6,301
1317,False,53,54,61,0,61
1318,False,12,13,6,0,6
1319,False,24,25,134,3,131
1320,False,62,63,15,4,11
1321,False,76,77,62,11,51
1322,False,41,42,7,3,4
1323,False,243,244,68,17,51
1324,False,86,87,94,0,94
1325,False,80,81,72,1,71
1326,False,18,19,5,0,5
1327,False,62,63,111,2,109
1328,False,42,43,30,0,30
1329,True,739,500,618,5,613
1330,False,57,58,58,3,55
1331,False,63,64,47,0,47
1332,False,206,207,203,2,201
1333,False,48,49,33,1,32
1334,False,14,15,11,0,11
1335,False,1,2,0,0,0
1336,False,33,34,15,0,15
1337,False,57,58,34,0,34
1338,False,46,47,29,0,29
1339,False,49,50,45,0,45
1340,False,25,26,9,1,8
1341,False,81,82,87,0,87
1342,False,222,223,124,0,124
1343,False,53,54,51,0,51
1344,False,42,43,60,0,60
1345,False,8,9,2,0,2
1346,False,64,65,27,1,26
1347,False,56,57,47,0,47
1348,False,12,13,9,0,9
1349,False,20,21,11,0,11
1350,False,34,35,52,0,52
1351,False,35,36,17,0,17
1352,False,68,69,59,0,59
1353,False,25,26,23,0,23
1354,False,75,76,50,0,50
1355,False,44,45,25,0,25
1356,False,3,4,6,0,6
1357,False,41,42,25,0,25
1358,False,38,39,52,0,52
1359,False,159,160,140,0,140
1360,False,7,8,10,0,10
1361,False,25,26,24,0,24
1362,False,67,68,39,0,39
1363,False,276,277,170,1,169
1364,False,47,48,29,0,29
1365,False,1,2,6,0,6
1366,False,95,96,115,0,115
1367,False,33,34,37,0,37
1368,False,62,63,48,0,48
1369,False,65,66,47,0,47
1370,False,59,60,31,0,31
1371,False,32,33,28,0,28
1372,False,29,30,47,0,47
1373,False,17,18,28,1,27
1374,False,7,8,4,1,3
1375,False,20,21,11,0,11
1376,False,414,415,264,3,261
1377,False,50,51,18,0,18
1378,False,164,165,67,7,60
1379,False,6,7,1,0,1
1380,False,65,66,18,2,16
1381,False,30,31,66,1,65
1382,False,28,29,42,0,42
1383,False,38,39,23,0,23
1384,False,8,9,2,0,2
1385,False,28,29,19,0,19
1386,False,68,69,57,0,57
1387,False,34,35,12,0,12
1388,False,20,21,7,0,7
1389,False,53,54,26,3,23
1390,False,42,43,15,0,15
1391,False,184,185,127,1,126
1392,False,53,54,24,0,24
1393,False,7,8,4,1,3
1394,False,11,12,12,0,12
1395,False,15,16,40,0,40
1396,False,65,66,50,0,50
1397,False,31,32,13,0,13
1398,False,17,18,6,0,6
1399,False,35,36,49,0,49
1400,False,107,108,67,0,67
1401,False,122,123,73,0,73
1402,False,24,25,10,1,9
1403,False,20,21,12,3,9
1404,False,25,26,34,0,34
1405,False,28,29,25,0,25
1406,False,56,57,28,0,28
1407,False,405,406,232,1,231
1408,False,12,13,3,0,3
1409,False,7,8,7,1,6
1410,False,24,25,14,0,14
1411,False,39,40,20,0,20
1412,False,120,121,59,0,59
1413,False,14,15,32,0,32
1414,False,23,24,10,1,9
1415,False,17,18,5,1,4
1416,False,27,28,14,0,14
1417,False,272,273,163,1,162
1418,False,20,21,46,0,46
1419,False,53,54,79,1,78
1420,False,35,36,24,1,23
1421,False,38,39,42,0,42
1422,False,47,48,52,0,52
1423,False,3,4,33,0,33
1424,False,38,39,27,0,27
1425,False,34,35,66,0,66
1426,False,64,65,60,0,60
1427,False,50,51,27,0,27
1428,False,77,78,54,1,53
1429,False,9,10,3,1,2
1430,False,21,22,25,0,25
1431,False,11,12,13,0,13
1432,False,68,69,75,7,68
1433,False,109,110,79,6,73
1434,False,44,45,21,0,21
1435,False,29,30,15,1,14
1436,False,86,87,82,0,82
1437,False,13,14,52,1,51
1438,False,9,10,2,0,2
1439,False,185,186,186,2,184
1440,False,55,56,12,1,11
1441,False,36,37,47,0,47
1442,False,86,87,54,0,54
1443,False,71,72,50,0,50
1444,False,34,35,37,0,37
1445,False,48,49,29,1,28
1446,False,21,22,32,0,32
1447,False,73,74,108,0,108
1448,False,74,75,24,0,24
1449,False,7,8,11,0,11
1450,False,31,32,35,0,35
1451,False,60,61,29,2,27
1452,False,64,65,56,0,56
1453,False,91,92,79,1,78
1454,False,29,30,72,2,70
1455,False,32,33,57,0,57
1456,False,88,89,25,0,25
1457,False,64,65,51,0,51
1458,False,28,29,13,0,13
1459,False,125,126,112,3,109
1460,False,21,22,13,0,13
1461,False,92,93,80,1,79
1462,False,11,12,3,0,3
1463,False,54,55,12,0,12
1464,False,87,88,27,1,26
1465,False,9,10,4,1,3
1466,False,61,62,61,1,60
1467,False,14,15,52,0,52
1468,False,35,36,12,0,12
1469,False,153,154,109,1,108
1470,False,162,163,91,1,90
1471,False,351,352,187,4,183
1472,False,7,8,11,0,11
1473,False,42,43,42,0,42
1474,False,43,44,46,0,46
1475,False,55,56,118,2,116
1476,False,58,59,26,0,26
1477,False,73,74,61,0,61
1478,False,59,60,32,0,32
1479,False,21,22,36,0,36
1480,False,47,48,23,0,23
1481,False,6,7,3,0,3
1482,False,87,88,99,0,99
1483,False,61,62,45,0,45
1484,False,31,32,49,0,49
1485,False,31,32,8,0,8
1486,False,57,58,100,1,99
1487,False,55,56,68,0,68
1488,False,43,44,35,1,34
1489,False,42,43,28,2,26
1490,False,43,44,27,0,27
1491,False,117,118,105,1,104
1492,False,42,43,13,0,13
1493,False,11,12,11,0,11
1494,False,22,23,6,0,6
1495,False,86,87,63,1,62
1496,False,24,25,12,2,10
1497,False,26,27,10,1,9
1498,False,12,13,35,3,32
1499,False,19,20,55,1,54
1500,False,16,17,7,0,7
1501,False,75,76,54,1,53
1502,False,35,36,20,0,20
1503,False,329,330,223,1,222
1504,False,76,77,101,0,101
1505,False,39,40,26,0,26
1506,False,94,95,68,1,67
1507,False,45,46,61,0,61
1508,False,29,30,40,0,40
1509,False,24,25,29,0,29
1510,False,24,25,20,3,17
1511,False,33,34,18,1,17
1512,False,11,12,10,4,6
1513,False,13,14,13,0,13
1514,False,53,54,37,3,34
1515,False,155,156,92,0,92
1516,False,260,261,76,15,61
1517,False,37,38,10,5,5
1518,False,41,42,29,0,29
1519,False,53,54,60,4,56
1520,False,60,61,100,1,99
1521,False,33,34,37,0,37
1522,False,51,52,40,0,40
1523,False,62,63,63,2,61
1524,False,36,37,13,1,12
1525,False,26,27,69,0,69
1526,False,23,24,38,0,38
1527,False,37,38,37,0,37
1528,False,10,11,9,0,9
1529,False,14,15,9,0,9
1530,False,5,6,5,0,5
1531,False,35,36,43,3,40
1532,False,82,83,36,0,36
1533,False,40,41,48,1,47
1534,False,75,76,72,1,71
1535,False,59,60,41,0,41
1536,False,23,24,84,0,84
1537,False,125,126,133,10,123
1538,False,139,140,91,0,91
1539,False,65,66,25,1,24
1540,False,17,18,12,0,12
1541,False,53,54,49,1,48
1542,False,69,70,46,0,46
1543,False,61,62,88,1,87
1544,False,37,38,118,1,117
1545,False,43,44,20,0,20
1546,False,10,11,16,0,16
1547,False,20,21,54,0,54
1548,True,516,500,247,7,240
1549,False,64,65,59,3,56
1550,False,26,27,59,4,55
1551,False,48,49,42,0,42
1552,False,29,30,19,0,19
1553,False,127,128,82,1,81
1554,False,25,26,23,0,23
1555,False,3,4,2,0,2
1556,False,19,20,20,0,20
1557,False,11,12,3,1,2
1558,False,19,20,31,0,31
1559,False,78,79,54,0,54
1560,False,29,30,26,0,26
1561,False,44,45,30,0,30
1562,False,12,13,31,1,30
1563,False,10,11,8,0,8
1564,False,120,121,95,0,95
1565,False,47,48,66,0,66
1566,False,32,33,41,0,41
1567,False,62,63,50,0,50
1568,False,340,341,365,4,361
1569,False,28,29,69,0,69
1570,False,47,48,69,7,62
1571,False,40,41,26,0,26
1572,False,5,6,2,0,2
1573,False,27,28,13,0,13
1574,False,12,13,4,0,4
1575,False,21,22,11,0,11
1576,False,17,18,28,0,28
1577,False,36,37,60,1,59
1578,False,55,56,47,1,46
1579,False,54,55,36,0,36
1580,False,29,30,32,0,32
1581,False,27,28,17,0,17
1582,False,66,67,81,1,80
1583,False,45,46,37,1,36
1584,False,16,17,16,0,16
1585,False,10,11,32,0,32
1586,False,4,5,8,0,8
1587,False,187,188,130,2,128
1588,False,8,9,6,0,6
1589,False,197,198,50,10,40
1590,False,28,29,20,0,20
1591,False,37,38,33,0,33
1592,False,38,39,49,2,47
1593,False,70,71,46,4,42
1594,False,34,35,17,0,17
1595,False,9,10,23,2,21
1596,False,34,35,79,0,79
1597,False,39,40,22,1,21
1598,False,91,92,69,1,68
1599,False,80,81,41,0,41
1600,False,73,74,77,0,77
1601,False,37,38,47,0,47
1602,False,50,51,53,1,52
1603,False,6,7,4,0,4
1604,False,26,27,20,0,20
1605,False,34,35,17,0,17
1606,False,47,48,59,0,59
1607,False,34,35,13,0,13
1608,False,53,54,37,0,37
1609,False,60,61,51,0,51
1610,False,95,96,36,0,36
1611,False,42,43,59,1,58
1612,False,67,68,51,0,51
1613,False,40,41,27,0,27
1614,False,75,76,50,0,50
1615,False,50,51,17,0,17
1616,False,30,31,19,0,19
1617,False,101,102,39,0,39
1618,False,26,27,35,0,35
1619,False,27,28,29,0,29
1620,False,39,40,29,0,29
1621,False,68,69,36,8,28
1622,False,67,68,62,2,60
1623,False,46,47,43,1,42
1624,False,59,60,46,1,45
1625,False,5,6,2,0,2
1626,False,77,78,67,9,58
1627,False,56,57,43,5,38
1628,False,89,90,21,1,20
1629,False,19,20,14,0,14
1630,False,17,18,5,0,5
1631,False,62,63,53,0,53
1632,False,23,24,15,0,15
1633,False,29,30,22,0,22
1634,False,13,14,19,0,19
1635,False,52,53,59,1,58
1636,False,31,32,10,0,10
1637,False,9,10,14,0,14
1638,False,38,39,25,0,25
1639,False,19,20,62,0,62
1640,False,89,90,55,1,54
1641,False,48,49,20,0,20
1642,False,16,17,35,0,35
1643,False,104,105,60,3,57
1644,False,131,132,130,0,130
1645,False,43,44,111,3,108
1646,False,21,22,7,0,7
1647,False,28,29,44,3,41
1648,False,113,114,64,4,60
1649,False,22,23,40,0,40
1650,False,11,12,10,0,10
1651,False,40,41,39,0,39
1652,False,28,29,31,0,31
1653,False,44,45,29,1,28
1654,False,231,232,208,1,207
1655,False,47,48,27,1,26
1656,False,363,364,223,0,223
1657,False,46,47,41,1,40
1658,False,29,30,18,0,18
1659,False,46,47,65,1,64
1660,False,47,48,43,0,43
1661,False,77,78,91,1,90
1662,False,76,77,63,1,62
1663,False,72,73,47,1,46
1664,False,156,157,104,1,103
1665,False,155,156,75,0,75
1666,False,35,36,25,0,25
1667,False,317,318,286,1,285
1668,False,10,11,5,0,5
1669,False,27,28,16,0,16
1670,False,76,77,65,0,65
1671,False,30,31,31,0,31
1672,False,58,59,78,0,78
1673,False,22,23,22,0,22
1674,False,79,80,100,0,100
1675,False,36,37,28,1,27
1676,False,66,67,62,0,62
1677,False,7,8,7,0,7
1678,False,118,119,36,3,33
1679,False,20,21,33,0,33
1680,False,28,29,59,2,57
1681,False,31,32,49,1,48
1682,False,81,82,44,0,44
1683,False,11,12,4,1,3
1684,False,471,472,278,5,273
1685,False,31,32,15,1,14
1686,False,68,69,32,0,32
1687,False,151,152,161,5,156
1688,False,60,61,44,4,40
1689,False,46,47,18,0,18
1690,False,18,19,27,6,21
1691,False,25,26,18,0,18
1692,False,5,6,5,0,5
1693,False,73,74,54,8,46
1694,False,52,53,95,1,94
1695,False,54,55,24,0,24
1696,False,88,89,173,7,166
1697,False,113,114,85,3,82
1698,False,41,42,127,0,127
1699,False,27,28,15,0,15
1700,False,24,25,51,0,51
1701,False,72,73,61,0,61
1702,False,27,28,26,1,25
1703,False,24,25,11,0,11
1704,False,88,89,61,0,61
1705,False,60,61,21,0,21
1706,False,115,116,71,1,70
1707,False,199,200,124,0,124
1708,False,60,61,75,1,74
1709,False,61,62,33,0,33
1710,False,8,9,1,0,1
1711,False,67,68,77,1,76
1712,False,56,57,26,0,26
1713,False,17,18,16,4,12
1714,False,22,23,32,0,32
1715,False,57,58,37,1,36
1716,False,65,66,44,0,44
1717,False,56,57,27,0,27
1718,False,21,22,7,1,6
1719,False,57,58,69,1,68
1720,False,324,325,201,5,196
1721,False,43,44,39,0,39
1722,False,53,54,32,0,32
1723,False,19,20,32,0,32
1724,False,22,23,14,0,14
1725,False,11,12,38,2,36
1726,False,60,61,69,1,68
1727,False,10,11,5,0,5
1728,False,13,14,34,1,33
1729,False,28,29,57,0,57
1730,False,31,32,9,0,9
1731,False,64,65,77,1,76
1732,False,237,238,198,0,198
1733,False,43,44,20,1,19
1734,False,21,22,11,0,11
1735,False,24,25,23,0,23
1736,False,22,23,33,0,33
1737,False,39,40,23,0,23
1738,False,55,56,53,0,53
1739,False,82,83,40,1,39
